Origin	Destination	Migration #	state_to_state_sci
Pennsylvania	Texas	11680	905.5338465154542
Pennsylvania	Utah	665	1123.4451878538343
Pennsylvania	Vermont	494	2363.6140724946695
Pennsylvania	Virginia	10019	3217.068005835484
Pennsylvania	Washington	2624	867.1224646000765
Pennsylvania	West Virginia	1879	8982.531343283581
Pennsylvania	Wisconsin	718	843.7431592039801
Pennsylvania	Wyoming	456	2016.829331602855
Rhode Island	Alabama	0	808.641791044776
Rhode Island	Alaska	74	1866.1103448275865
Rhode Island	Arizona	79	1103.2266666666667
Rhode Island	Arkansas	0	622.744
Rhode Island	California	2008	1465.606896551724
Rhode Island	Colorado	484	2323.64375
Rhode Island	Connecticut	1324	40924.225
Rhode Island	Delaware	0	2621.8666666666663
Rhode Island	District of Columbia 	720	8001.0
Rhode Island	Florida	3277	3025.340298507462
Rhode Island	Georgia	665	1134.1685534591195
Rhode Island	Hawaii	326	2851.35
Rhode Island	Idaho	0	957.1227272727272
Rhode Island	Illinois	904	697.3411764705882
Rhode Island	Indiana	129	714.2978260869565
Rhode Island	Iowa	144	610.7131313131313
Rhode Island	Kansas	98	666.2228571428572
Rhode Island	Kentucky	158	708.2966666666666
Rhode Island	Louisiana	1226	795.140625
Rhode Island	Maine	145	11884.25
Rhode Island	Maryland	688	2545.275
Rhode Island	Massachusetts	9208	43046.07142857143
Rhode Island	Michigan	535	872.2192771084337
Rhode Island	Minnesota	141	659.8390804597701
Rhode Island	Mississippi	185	761.3097560975609
Rhode Island	Missouri	11	669.8695652173913
Rhode Island	Montana	0	977.5178571428572
Rhode Island	Nebraska	0	663.7784946236559
Rhode Island	Nevada	0	1039.129411764706
Rhode Island	New Hampshire	535	18285.14
Rhode Island	New Jersey	1126	3746.495238095238
Rhode Island	New Mexico	0	982.860606060606
Rhode Island	New York	2089	3749.645161290323
Rhode Island	North Carolina	513	1906.528
Rhode Island	North Dakota	0	709.3283018867925
Rhode Island	Ohio	146	858.8181818181818
Rhode Island	Oklahoma	87	622.638961038961
Rhode Island	Oregon	243	1101.75
Rhode Island	Pennsylvania	1192	1799.402985074627
Rhode Island	South Carolina	393	1874.5391304347825
Rhode Island	South Dakota	0	664.4484848484848
Rhode Island	Tennessee	485	1072.0105263157895
Rhode Island	Texas	761	668.7377952755905
Rhode Island	Utah	0	1326.2344827586207
Rhode Island	Vermont	55	12791.971428571427
Rhode Island	Virginia	1068	2140.3714285714286
Rhode Island	Washington	102	1229.6871794871795
Rhode Island	West Virginia	0	943.5127272727274
Rhode Island	Wisconsin	61	731.925
Rhode Island	Wyoming	214	1465.6869565217391
South Carolina	Alabama	3422	3865.7608695652175
South Carolina	Alaska	842	1613.299100449775
South Carolina	Arizona	2578	1050.7942028985508
South Carolina	Arkansas	1633	1791.4385507246377
South Carolina	California	7108	815.1064467766117
South Carolina	Colorado	3444	1484.2286005434785
South Carolina	Connecticut	2047	2598.2391304347825
South Carolina	Delaware	1103	3417.3478260869565
South Carolina	District of Columbia 	225	6023.239130434783
South Carolina	Florida	16206	3861.4688513951983
South Carolina	Georgia	17378	15435.715203718895
South Carolina	Hawaii	133	1407.4728260869565
South Carolina	Idaho	1696	991.4698616600792
South Carolina	Illinois	6046	1424.484441602728
South Carolina	Indiana	2228	1577.7712665406427
South Carolina	Iowa	192	938.6003513394818
South Carolina	Kansas	171	1245.8453416149068
South Carolina	Kentucky	1740	2210.9661231884056
South Carolina	Louisiana	686	2258.0981657608695
South Carolina	Maine	1633	1695.9986413043478
South Carolina	Maryland	8853	3850.070652173913
South Carolina	Massachusetts	5444	1673.225155279503
South Carolina	Michigan	4808	1330.2050811943427
South Carolina	Minnesota	1725	755.196151924038
South Carolina	Mississippi	662	3324.05408271474
South Carolina	Missouri	1929	1342.3028355387523
South Carolina	Montana	403	1194.6370341614906
South Carolina	Nebraska	892	928.1353436185134
South Carolina	Nevada	1882	1336.8273657289003
South Carolina	New Hampshire	1894	1755.215217391304
South Carolina	New Jersey	9772	2599.1325051759836
South Carolina	New Mexico	1144	1229.5098814229248
South Carolina	New York	12224	2633.179172510519
South Carolina	North Carolina	28109	19580.90152173913
South Carolina	North Dakota	69	999.3539786710418
South Carolina	Ohio	5710	2123.8433794466405
South Carolina	Oklahoma	359	1208.0539243365329
South Carolina	Oregon	862	796.1062801932368
South Carolina	Pennsylvania	13419	2337.4175859831275
South Carolina	Rhode Island	713	1874.5391304347827
South Carolina	South Dakota	646	913.8198287220026
South Carolina	Tennessee	5304	3234.674599542334
South Carolina	Texas	7228	1241.781239301609
South Carolina	Utah	2894	1068.824587706147
South Carolina	Vermont	0	2070.3338509316773
South Carolina	Virginia	10020	4754.310068649886
South Carolina	Washington	2125	949.8272017837236
South Carolina	West Virginia	1825	3715.826482213439
South Carolina	Wisconsin	1712	886.9287439613526
South Carolina	Wyoming	536	1318.6143667296783
South Dakota	Alabama	155	1023.0667118950702
South Dakota	Alaska	33	5984.184952978057
South Dakota	Arizona	908	7333.020202020201
South Dakota	Arkansas	219	1955.99898989899
South Dakota	California	3368	1662.771682340648
South Dakota	Colorado	1559	8648.574100378788
South Dakota	Connecticut	54	635.7670454545455
South Dakota	Delaware	0	1127.3636363636365
South Dakota	District of Columbia 	0	1487.2272727272727
South Dakota	Florida	634	1318.1727725011308
South Dakota	Georgia	37	1082.7215551743852
South Dakota	Hawaii	0	1492.9204545454545
South Dakota	Idaho	70	4918.448691460056
South Dakota	Illinois	938	2235.412358882947
South Dakota	Indiana	968	1497.4489459815547
South Dakota	Iowa	913	21801.56917661463
South Dakota	Kansas	161	9683.931890331887
South Dakota	Kentucky	240	1150.9631313131313
South Dakota	Louisiana	358	1380.859375
South Dakota	Maine	0	1158.0984848484848
South Dakota	Maryland	331	969.4646464646464
South Dakota	Massachusetts	0	649.7640692640692
South Dakota	Michigan	153	1774.4421321650238
South Dakota	Minnesota	7142	59698.35231626611
South Dakota	Mississippi	0	1366.4669253510715
South Dakota	Missouri	74	3514.2172595520424
South Dakota	Montana	680	66169.78409090909
South Dakota	Nebraska	3622	105515.25480612575
South Dakota	Nevada	139	4743.239750445632
South Dakota	New Hampshire	0	955.928787878788
South Dakota	New Jersey	0	495.1702741702742
South Dakota	New Mexico	168	6281.10927456382
South Dakota	New York	604	802.9134897360703
South Dakota	North Carolina	672	1137.8827272727272
South Dakota	North Dakota	769	211505.2532875929
South Dakota	Ohio	56	1207.531163911846
South Dakota	Oklahoma	102	5996.624557260921
South Dakota	Oregon	456	3710.460858585858
South Dakota	Pennsylvania	244	1017.7060153776572
South Dakota	Rhode Island	25	664.4484848484848
South Dakota	South Carolina	0	913.8198287220026
South Dakota	Tennessee	392	1465.814673046252
South Dakota	Texas	2059	3167.0424123120974
South Dakota	Utah	30	4745.126959247648
South Dakota	Vermont	0	969.172077922078
South Dakota	Virginia	100	1018.4527227158808
South Dakota	Washington	772	2928.4918414918416
South Dakota	West Virginia	0	990.2236914600552
South Dakota	Wisconsin	137	5304.62037037037
South Dakota	Wyoming	713	73851.88274044797
Tennessee	Alabama	6537	9419.036606441476
Tennessee	Alaska	536	2220.8050816696914
Tennessee	Arizona	3907	1466.6491228070174
Tennessee	Arkansas	2485	5217.214456140351
Tennessee	California	23961	1125.2662431941924
Tennessee	Colorado	6148	2127.079769736842
Tennessee	Connecticut	2170	1121.8092105263158
Tennessee	Delaware	601	1536.6807017543858
Tennessee	District of Columbia 	0	1684.494736842105
Tennessee	Florida	21195	4193.43550667714
Tennessee	Georgia	12600	6056.095597484276
Tennessee	Hawaii	35	1408.002631578947
Tennessee	Idaho	1301	1464.9196172248803
Tennessee	Illinois	9588	4124.170588235294
Tennessee	Indiana	4848	4042.4884439359266
Tennessee	Iowa	414	1467.9086656034024
Tennessee	Kansas	958	1858.9896741854636
Tennessee	Kentucky	9175	24955.221315789473
Tennessee	Louisiana	3407	3022.2106907894736
Tennessee	Maine	315	1515.1736842105263
Tennessee	Maryland	1347	1747.432456140351
Tennessee	Massachusetts	2916	946.1624060150376
Tennessee	Michigan	2924	2460.1315155358275
Tennessee	Minnesota	916	1083.6857834240775
Tennessee	Mississippi	6480	13454.085750962777
Tennessee	Missouri	3370	3917.3964302059494
Tennessee	Montana	777	1906.0045112781957
Tennessee	Nebraska	307	1529.8634974533106
Tennessee	Nevada	773	1716.6074303405574
Tennessee	New Hampshire	222	1379.402105263158
Tennessee	New Jersey	2214	990.651127819549
Tennessee	New Mexico	1043	1530.755980861244
Tennessee	New York	11363	1629.6976230899832
Tennessee	North Carolina	8004	5282.3493684210525
Tennessee	North Dakota	380	1479.777358490566
Tennessee	Ohio	6397	2811.2334928229666
Tennessee	Oklahoma	268	2095.134244702666
Tennessee	Oregon	2601	1244.7994152046783
Tennessee	Pennsylvania	3900	1545.4460329929302
Tennessee	Rhode Island	184	1072.0105263157895
Tennessee	South Carolina	3580	3234.674599542334
Tennessee	South Dakota	331	1465.8146730462522
Tennessee	Texas	14618	1793.6386241193536
Tennessee	Utah	2744	1472.567332123412
Tennessee	Vermont	967	1653.299248120301
Tennessee	Virginia	7309	5953.307795805303
Tennessee	Washington	3517	1172.7074224021592
Tennessee	West Virginia	1633	3604.795215311005
Tennessee	Wisconsin	1690	1408.3137426900585
Tennessee	Wyoming	200	2043.5075514874145
Texas	Alabama	7781	1936.6970266776352
Texas	Alaska	4688	2251.1732283464567
Texas	Arizona	19900	2936.7503937007873
Texas	Arkansas	10833	7366.40094488189
Texas	California	93970	1457.9735270160195
Texas	Colorado	25369	8584.205401082678
Texas	Connecticut	2645	659.3887795275591
Texas	Delaware	876	893.2270341207349
Texas	District of Columbia 	1553	1246.236220472441
Texas	Florida	50513	1741.0887883417558
Texas	Georgia	17398	1661.9706333878075
Texas	Hawaii	5273	1498.3169291338584
Texas	Idaho	5764	2596.324534717251
Texas	Illinois	24181	1577.367376872009
Texas	Indiana	5369	1387.2334388907907
Texas	Iowa	6140	1946.2359420981468
Texas	Kansas	8547	9012.247206599175
Texas	Kentucky	5410	1284.1109908136482
Texas	Louisiana	28458	9350.99440206693
Texas	Maine	585	892.7637795275591
Texas	Maryland	16116	924.507874015748
Texas	Massachusetts	10162	600.3017435320586
Texas	Michigan	10855	1096.7838914713973
Texas	Minnesota	7959	1673.9572359489548
Texas	Mississippi	7170	3646.2327155751873
Texas	Missouri	10883	2537.5263950701815
Texas	Montana	1106	3678.769895950506
Texas	Nebraska	5567	4928.107399881466
Texas	Nevada	8557	2980.559981472904
Texas	New Hampshire	569	780.8622047244095
Texas	New Jersey	7553	576.5427446569179
Texas	New Mexico	14704	29770.246480553567
Texas	New York	29610	820.6783083566166
Texas	North Carolina	10793	1251.4142519685038
Texas	North Dakota	2515	3385.970212449859
Texas	Ohio	13463	1102.80744452398
Texas	Oklahoma	29743	26523.91062480826
Texas	Oregon	10131	2110.966426071742
Texas	Pennsylvania	8438	905.5338465154542
Texas	Rhode Island	1184	668.7377952755905
Texas	South Carolina	8072	1241.781239301609
Texas	South Dakota	1978	3167.0424123120974
Texas	Tennessee	12068	1793.6386241193534
Texas	Utah	9731	2638.2512897094757
Texas	Vermont	554	842.4676602924634
Texas	Virginia	14137	1211.3398555443728
Texas	Washington	20423	1624.1455683424188
Texas	West Virginia	1194	1155.4579098067286
Texas	Wisconsin	8581	1109.446139545057
Texas	Wyoming	2873	5471.380520369737
Utah	Alabama	647	1031.1981471950592
Utah	Alaska	704	11230.862068965518
Utah	Arizona	6639	17707.181609195402
Utah	Arkansas	683	1436.9080459770116
Utah	California	15848	3959.6694411414983
Utah	Colorado	5787	18509.71713362069
Utah	Connecticut	473	1188.646551724138
Utah	Delaware	0	981.2873563218392
Utah	District of Columbia 	69	1994.7241379310344
Utah	Florida	2832	1524.5697375193
Utah	Georgia	1093	1158.913901539796
Utah	Hawaii	620	5862.75
Utah	Idaho	6791	66849.90595611285
Utah	Illinois	2628	1431.499323867478
Utah	Indiana	1106	1230.393928035982
Utah	Iowa	169	1706.73807035876
Utah	Kansas	153	3086.577668308703
Utah	Kentucky	438	1209.9919540229887
Utah	Louisiana	289	1110.2516163793102
Utah	Maine	319	1774.7133620689656
Utah	Maryland	662	1180.147988505747
Utah	Massachusetts	3449	1423.2783251231526
Utah	Michigan	1332	1441.235978396344
Utah	Minnesota	791	1664.9690844233055
Utah	Mississippi	1004	964.4760302775442
Utah	Missouri	3355	2393.2446776611696
Utah	Montana	659	14302.21551724138
Utah	Nebraska	319	5255.566926214312
Utah	Nevada	6808	42834.032454361055
Utah	New Hampshire	529	1924.441379310345
Utah	New Jersey	0	866.6666666666666
Utah	New Mexico	544	9295.53605015674
Utah	New York	1605	1211.8854282536151
Utah	North Carolina	1863	1288.3768965517245
Utah	North Dakota	144	6190.586857514639
Utah	Ohio	630	1145.0043103448277
Utah	Oklahoma	175	2845.184952978056
Utah	Oregon	1674	7349.908045977012
Utah	Pennsylvania	2146	1123.4451878538343
Utah	Rhode Island	0	1326.2344827586207
Utah	South Carolina	526	1068.824587706147
Utah	South Dakota	23	4745.126959247649
Utah	Tennessee	1133	1472.567332123412
Utah	Texas	7276	2638.251289709476
Utah	Vermont	1030	2620.6083743842364
Utah	Virginia	1439	1806.1954887218044
Utah	Washington	2389	5159.906277630416
Utah	West Virginia	0	1219.7724137931034
Utah	Wisconsin	785	1510.611590038314
Utah	Wyoming	1287	64513.51724137931
Vermont	Alabama	556	829.2494669509595
Vermont	Alaska	22	4580.394088669951
Vermont	Arizona	419	1631.9476190476191
Vermont	Arkansas	0	781.3000000000001
Vermont	California	855	1895.7179802955663
Vermont	Colorado	1446	4599.737723214285
Vermont	Connecticut	1655	13567.348214285714
Vermont	Delaware	30	2568.714285714286
Vermont	District of Columbia 	181	6097.214285714285
Vermont	Florida	1316	2827.345415778251
Vermont	Georgia	235	1230.8522012578617
Vermont	Hawaii	68	2892.7321428571427
Vermont	Idaho	394	2685.060064935065
Vermont	Illinois	0	815.25
Vermont	Indiana	184	968.9402173913044
Vermont	Iowa	26	945.3867243867244
Vermont	Kansas	0	968.9326530612244
Vermont	Kentucky	32	1083.7619047619048
Vermont	Louisiana	0	796.6283482142857
Vermont	Maine	542	20562.165178571428
Vermont	Maryland	966	2557.6160714285716
Vermont	Massachusetts	3965	25711.90306122449
Vermont	Michigan	70	1295.4784853700517
Vermont	Minnesota	793	946.9605911330048
Vermont	Mississippi	28	762.7848432055749
Vermont	Missouri	11	974.8341614906832
Vermont	Montana	207	2757.1466836734694
Vermont	Nebraska	267	897.3133640552995
Vermont	Nevada	0	1462.7899159663866
Vermont	New Hampshire	2781	179030.42142857143
Vermont	New Jersey	710	3218.3469387755104
Vermont	New Mexico	0	1867.4329004329009
Vermont	New York	3279	17036.920506912444
Vermont	North Carolina	280	2397.342142857143
Vermont	North Dakota	0	969.132075471698
Vermont	Ohio	516	1179.4204545454545
Vermont	Oklahoma	0	853.6558441558442
Vermont	Oregon	770	1702.5515873015872
Vermont	Pennsylvania	1529	2363.6140724946695
Vermont	Rhode Island	225	12791.971428571427
Vermont	South Carolina	110	2070.333850931677
Vermont	South Dakota	0	969.172077922078
Vermont	Tennessee	300	1653.2992481203007
Vermont	Texas	981	842.4676602924635
Vermont	Utah	133	2620.6083743842364
Vermont	Virginia	627	2490.0075187969924
Vermont	Washington	161	1594.7326007326008
Vermont	West Virginia	0	1482.703896103896
Vermont	Wisconsin	0	1171.279761904762
Vermont	Wyoming	73	3944.021739130435
Virginia	Alabama	3475	2180.8013690943776
Virginia	Alaska	796	2160.554057557687
Virginia	Arizona	4091	1241.8010025062656
Virginia	Arkansas	142	1343.216040100251
Virginia	California	21771	1023.0589836660616
Virginia	Colorado	4924	1941.029957706767
Virginia	Connecticut	3179	2028.1174812030076
Virginia	Delaware	2450	6948.025062656642
Virginia	District of Columbia 	13010	16134.353383458649
Virginia	Florida	24733	2830.1996408932782
Virginia	Georgia	10449	2903.062656641604
Virginia	Hawaii	3680	1826.2575187969924
Virginia	Idaho	1269	1412.0333219412166
Virginia	Illinois	7940	1204.0903729913018
Virginia	Indiana	2023	1498.3984145145473
Virginia	Iowa	1042	949.5750740487582
Virginia	Kansas	1417	1215.5551020408163
Virginia	Kentucky	2011	3600.05350877193
Virginia	Louisiana	2088	1750.3050986842106
Virginia	Maine	1240	2162.065319548872
Virginia	Maryland	28203	13278.111528822055
Virginia	Massachusetts	3789	1860.2406015037593
Virginia	Michigan	3748	1258.66509647613
Virginia	Minnesota	885	807.0700025926885
Virginia	Mississippi	1993	1933.287456445993
Virginia	Missouri	3330	1297.788427590716
Virginia	Montana	332	1548.171992481203
Virginia	Nebraska	264	1003.3883903306654
Virginia	Nevada	792	1578.06015037594
Virginia	New Hampshire	2004	1976.3172932330829
Virginia	New Jersey	8120	2659.737200143215
Virginia	New Mexico	1237	1299.3900660742763
Virginia	New York	15048	2394.4773223381035
Virginia	North Carolina	23197	18575.58127819549
Virginia	North Dakota	281	1014.7464888636686
Virginia	Ohio	5931	2052.6404647983595
Virginia	Oklahoma	1044	1317.1985157699444
Virginia	Oregon	1698	1085.0202589807852
Virginia	Pennsylvania	13285	3217.068005835484
Virginia	Rhode Island	1242	2140.3714285714286
Virginia	South Carolina	11905	4754.310068649886
Virginia	South Dakota	422	1018.4527227158808
Virginia	Tennessee	8915	5953.307795805303
Virginia	Texas	11470	1211.3398555443728
Virginia	Utah	2105	1806.1954887218048
Virginia	Vermont	227	2490.0075187969924
Virginia	Washington	4758	1164.830730672836
Virginia	West Virginia	7199	27750.63691045796
Virginia	Wisconsin	1007	937.360380116959
Virginia	Wyoming	0	1666.6214449166396
Washington	Alabama	926	879.4010715652507
Washington	Alaska	3098	21864.81697612732
Washington	Arizona	10675	4407.7743589743595
Washington	Arkansas	1093	1385.0676923076924
Washington	California	40858	4531.393457117595
Washington	Colorado	7250	4219.911858974359
Washington	Connecticut	620	996.9423076923076
Washington	Delaware	89	861.8034188034188
Washington	District of Columbia 	1949	1983.6153846153843
Washington	Florida	7185	1260.347493302717
Washington	Georgia	3761	1027.2454442831802
Washington	Hawaii	6548	7354.5641025641025
Washington	Idaho	7513	38472.08857808858
Washington	Illinois	4950	1043.275766716943
Washington	Indiana	1741	970.8617614269788
Washington	Iowa	2386	1592.029267029267
Washington	Kansas	2468	2010.82905982906
Washington	Kentucky	1344	883.1891025641025
Washington	Louisiana	1720	999.4519230769232
Washington	Maine	185	1509.3253205128206
Washington	Maryland	2602	1091.7777777777778
Washington	Massachusetts	1797	1150.124542124542
Washington	Michigan	2054	1324.0098856966326
Washington	Minnesota	2081	1824.242852932508
Washington	Mississippi	1693	812.4315196998124
Washington	Missouri	1646	1459.0978818283168
Washington	Montana	3372	15202.696886446884
Washington	Nebraska	437	2443.800110283981
Washington	Nevada	7131	7968.478129713424
Washington	New Hampshire	285	1383.423076923077
Washington	New Jersey	1513	703.8998778998779
Washington	New Mexico	1958	2870.568764568765
Washington	New York	5371	984.991728701406
Washington	North Carolina	6383	1151.9479487179487
Washington	North Dakota	77	4735.614900822448
Washington	Ohio	1878	881.8033216783216
Washington	Oklahoma	1716	1878.2943722943724
Washington	Oregon	29960	41066.465099715104
Washington	Pennsylvania	2416	867.1224646000766
Washington	Rhode Island	796	1229.6871794871795
Washington	South Carolina	1274	949.8272017837236
Washington	South Dakota	375	2928.4918414918416
Washington	Tennessee	2341	1172.7074224021592
Washington	Texas	13788	1624.1455683424188
Washington	Utah	4830	5159.906277630415
Washington	Vermont	482	1594.7326007326008
Washington	Virginia	6092	1164.830730672836
Washington	West Virginia	0	854.1062937062937
Washington	Wisconsin	1412	1371.099358974359
Washington	Wyoming	497	6724.982162764772
West Virginia	Alabama	438	1704.8561736770691
West Virginia	Alaska	78	1691.9115987460814
West Virginia	Arizona	897	973.8509090909092
West Virginia	Arkansas	0	1430.8441212121213
West Virginia	California	552	667.4915360501568
West Virginia	Colorado	587	1745.928409090909
West Virginia	Connecticut	0	944.584090909091
West Virginia	Delaware	56	3554.018181818182
West Virginia	District of Columbia 	132	3266.1272727272726
West Virginia	Florida	3585	2827.2854816824965
West Virginia	Georgia	391	2007.4026300743285
West Virginia	Hawaii	0	983.8227272727272
West Virginia	Idaho	7	1216.7380165289258
West Virginia	Illinois	596	1384.721212121212
West Virginia	Indiana	70	2056.531422924901
West Virginia	Iowa	0	949.7305785123966
West Virginia	Kansas	0	1131.949264069264
West Virginia	Kentucky	2049	11689.187727272729
West Virginia	Louisiana	10	1433.0511363636365
West Virginia	Maine	0	1323.043181818182
West Virginia	Maryland	6587	27450.957575757577
West Virginia	Massachusetts	54	785.9168831168831
West Virginia	Michigan	120	1364.6935377875136
West Virginia	Minnesota	0	797.6858934169279
West Virginia	Mississippi	579	1420.761419068736
West Virginia	Missouri	128	1420.507351778656
West Virginia	Montana	76	1591.1474025974026
West Virginia	Nebraska	0	1022.228934506354
West Virginia	Nevada	198	1260.4695187165776
West Virginia	New Hampshire	60	1253.7945454545454
West Virginia	New Jersey	485	1307.3445887445887
West Virginia	New Mexico	275	1312.198347107438
West Virginia	New York	1764	1477.9897360703812
West Virginia	North Carolina	1056	5172.026363636364
West Virginia	North Dakota	70	1198.3324185248714
West Virginia	Ohio	7164	28964.67479338843
West Virginia	Oklahoma	84	1499.7676505312868
West Virginia	Oregon	233	953.1232323232324
West Virginia	Pennsylvania	4360	8982.531343283583
West Virginia	Rhode Island	0	943.5127272727271
West Virginia	South Carolina	518	3715.826482213439
West Virginia	South Dakota	0	990.2236914600552
West Virginia	Tennessee	753	3604.795215311005
West Virginia	Texas	1291	1155.4579098067288
West Virginia	Utah	208	1219.7724137931036
West Virginia	Vermont	0	1482.703896103896
West Virginia	Virginia	5498	27750.636910457964
West Virginia	Washington	866	854.1062937062937
West Virginia	Wisconsin	145	882.404797979798
West Virginia	Wyoming	0	1948.4798418972332
Wisconsin	Alabama	69	904.8188225538972
Wisconsin	Alaska	736	3378.992337164751
Wisconsin	Arizona	3304	1909.4138888888888
Wisconsin	Arkansas	865	1236.3631481481482
Wisconsin	California	6339	1098.797653256705
Wisconsin	Colorado	2723	2980.8912760416665
Wisconsin	Connecticut	506	728.2621527777778
Wisconsin	Delaware	0	705.7685185185186
Wisconsin	District of Columbia 	710	1351.6944444444443
Wisconsin	Florida	8391	1474.7885572139303
Wisconsin	Georgia	1609	941.7196016771488
Wisconsin	Hawaii	161	1600.5104166666667
Wisconsin	Idaho	372	1784.530303030303
Wisconsin	Illinois	26943	5561.271786492374
Wisconsin	Indiana	2465	1747.225845410628
Wisconsin	Iowa	4630	8383.14155443322
Wisconsin	Kansas	723	1738.2675925925926
Wisconsin	Kentucky	494	1180.2555555555557
Wisconsin	Louisiana	630	921.6022135416666
Wisconsin	Maine	314	1086.4730902777778
Wisconsin	Maryland	748	782.6556712962963
Wisconsin	Massachusetts	1569	743.9613095238095
Wisconsin	Michigan	6032	17040.429384203482
Wisconsin	Minnesota	17067	18354.366379310344
Wisconsin	Mississippi	221	1361.228997289973
Wisconsin	Missouri	2084	1927.859299516908
Wisconsin	Montana	824	4004.712549603175
Wisconsin	Nebraska	741	2600.8673835125446
Wisconsin	Nevada	1972	1608.6274509803925
Wisconsin	New Hampshire	66	974.5513888888888
Wisconsin	New Jersey	768	532.3683862433862
Wisconsin	New Mexico	595	1488.4116161616162
Wisconsin	New York	2252	840.5873655913979
Wisconsin	North Carolina	1757	1040.05875
Wisconsin	North Dakota	723	6333.512840670859
Wisconsin	Ohio	1121	1091.314551767677
Wisconsin	Oklahoma	1339	1374.2002164502164
Wisconsin	Oregon	1103	1524.1539351851852
Wisconsin	Pennsylvania	2252	843.7431592039801
Wisconsin	Rhode Island	129	731.925
Wisconsin	South Carolina	939	886.9287439613527
Wisconsin	South Dakota	732	5304.62037037037
Wisconsin	Tennessee	1120	1408.3137426900585
Wisconsin	Texas	2782	1109.446139545057
Wisconsin	Utah	319	1510.6115900383145
Wisconsin	Vermont	99	1171.279761904762
Wisconsin	Virginia	1415	937.360380116959
Wisconsin	Washington	1471	1371.099358974359
Wisconsin	West Virginia	422	882.404797979798
Wisconsin	Wyoming	292	3925.661835748792
Wyoming	Alabama	341	1575.4419208306294
Wyoming	Alaska	252	11986.87256371814
Wyoming	Arizona	1526	8750.663768115943
Wyoming	Arkansas	35	3180.044057971015
Wyoming	California	1181	4225.004497751124
Wyoming	Colorado	4777	36142.457880434784
Wyoming	Connecticut	0	1301.4239130434785
Wyoming	Delaware	8	1164.9130434782608
Wyoming	District of Columbia 	38	2259.8695652173915
Wyoming	Florida	791	1908.6716417910447
Wyoming	Georgia	680	1605.7905386929178
Wyoming	Hawaii	99	3507.608695652174
Wyoming	Idaho	1149	45238.78359683795
Wyoming	Illinois	61	2569.9987212276214
Wyoming	Indiana	142	2000.5411153119092
Wyoming	Iowa	110	5245.054457619675
Wyoming	Kansas	432	10177.005797101448
Wyoming	Kentucky	261	1735.7166666666665
Wyoming	Louisiana	1001	2352.640625
Wyoming	Maine	0	2433.4429347826085
Wyoming	Maryland	81	1366.9692028985507
Wyoming	Massachusetts	0	1609.8695652173913
Wyoming	Michigan	266	3921.493452069146
Wyoming	Minnesota	7	5836.085457271365
Wyoming	Mississippi	132	1926.1394485683988
Wyoming	Missouri	572	4213.75538752363
Wyoming	Montana	1643	105874.77329192548
Wyoming	Nebraska	596	93672.12856474987
Wyoming	Nevada	353	21422.296675191817
Wyoming	New Hampshire	0	2255.095652173913
Wyoming	New Jersey	404	844.9896480331263
Wyoming	New Mexico	28	10906.852437417654
Wyoming	New York	69	1479.4614305750351
Wyoming	North Carolina	62	1615.3156521739131
Wyoming	North Dakota	151	30955.95734208368
Wyoming	Ohio	0	1739.407114624506
Wyoming	Oklahoma	3	6930.936194240542
Wyoming	Oregon	969	10162.833333333332
Wyoming	Pennsylvania	285	2016.8293316028553
Wyoming	Rhode Island	0	1465.6869565217391
Wyoming	South Carolina	13	1318.6143667296783
Wyoming	South Dakota	1037	73851.88274044795
Wyoming	Tennessee	118	2043.507551487414
Wyoming	Texas	1699	5471.380520369737
Wyoming	Utah	599	64513.517241379304
Wyoming	Vermont	0	3944.021739130435
Wyoming	Virginia	323	1666.6214449166396
Wyoming	Washington	621	6724.982162764772
Wyoming	West Virginia	0	1948.4798418972332
Wyoming	Wisconsin	42	3925.661835748792
