Origin	Destination	Migration #	state_to_state_sci
Illinois	Arkansas	2189	3163.9359477124185
Illinois	California	16460	900.9707572684246
Illinois	Colorado	5827	2568.593443627451
Illinois	Connecticut	863	679.4252450980392
Illinois	Delaware	60	916.2679738562092
Illinois	District of Columbia 	1790	1338.1274509803925
Illinois	Florida	19100	2345.522973368452
Illinois	Georgia	4895	1617.25151066716
Illinois	Hawaii	1168	1298.575980392157
Illinois	Idaho	354	1334.739973262032
Illinois	Indiana	11555	14459.355392156862
Illinois	Iowa	8326	11609.62348979996
Illinois	Kansas	1468	2675.8268907563024
Illinois	Kentucky	3162	10996.541666666666
Illinois	Louisiana	1497	1645.1551776960785
Illinois	Maine	265	892.7604166666666
Illinois	Maryland	2512	912.1633986928103
Illinois	Massachusetts	1938	665.2843137254902
Illinois	Michigan	10345	1932.17706118592
Illinois	Minnesota	3641	1856.353053865224
Illinois	Mississippi	1894	2830.962099473936
Illinois	Missouri	14982	17092.28303495311
Illinois	Montana	224	2043.753326330532
Illinois	Nebraska	1229	2438.6795277250685
Illinois	Nevada	2181	1605.9065743944636
Illinois	New Hampshire	524	855.2333333333333
Illinois	New Jersey	2755	576.7670401493931
Illinois	New Mexico	1096	1423.3363042186572
Illinois	New York	8394	819.1306135357369
Illinois	North Carolina	5531	1315.1911764705883
Illinois	North Dakota	252	2114.175360710322
Illinois	Ohio	4914	1730.090017825312
Illinois	Oklahoma	2408	2155.515406162465
Illinois	Oregon	3381	1118.363017429194
Illinois	Pennsylvania	3394	951.2990927714368
Illinois	Rhode Island	170	697.3411764705883
Illinois	South Carolina	2084	1424.484441602728
Illinois	South Dakota	140	2235.412358882947
Illinois	Tennessee	4005	4124.170588235294
Illinois	Texas	15227	1577.3673768720084
Illinois	Utah	1496	1431.499323867478
Illinois	Vermont	1057	815.25
Illinois	Virginia	4876	1204.0903729913018
Illinois	Washington	3100	1043.2757667169433
Illinois	West Virginia	968	1384.721212121212
Illinois	Wisconsin	14135	5561.271786492375
Illinois	Wyoming	104	2569.9987212276214
Indiana	Alabama	2206	1834.783744321869
Indiana	Alaska	818	1487.8305847076465
Indiana	Arizona	2123	1447.0384057971014
Indiana	Arkansas	754	1827.0384057971016
Indiana	California	7740	835.0069340329835
Indiana	Colorado	3164	2055.488960597826
Indiana	Connecticut	427	741.8002717391304
Indiana	Delaware	121	1003.394927536232
Indiana	District of Columbia 	0	1361.0108695652175
Indiana	Florida	14798	2698.091823491239
Indiana	Georgia	1606	1630.322532130161
Indiana	Hawaii	81	1218.4891304347825
Indiana	Idaho	0	1228.9266304347825
Indiana	Illinois	29426	14459.355392156862
Indiana	Iowa	854	1995.062582345191
Indiana	Kansas	701	1799.0967908902692
Indiana	Kentucky	12257	18702.419384057972
Indiana	Louisiana	784	1266.0789741847825
Indiana	Maine	24	988.639945652174
Indiana	Maryland	668	1098.8179347826087
Indiana	Massachusetts	1033	693.3687888198758
Indiana	Michigan	8137	4557.7503928758515
Indiana	Minnesota	1579	1148.0354822588706
Indiana	Mississippi	529	1758.3239660657475
Indiana	Missouri	2691	2535.7196597353495
Indiana	Montana	83	1833.8639363354037
Indiana	Nebraska	7	1556.9131603553062
Indiana	Nevada	1022	1375.0971867007672
Indiana	New Hampshire	340	866.6489130434783
Indiana	New Jersey	2661	632.935817805383
Indiana	New Mexico	974	1242.3728590250328
Indiana	New York	8782	980.8299438990184
Indiana	North Carolina	2634	1574.0439130434784
Indiana	North Dakota	353	1334.8377768662838
Indiana	Ohio	12493	7765.417984189724
Indiana	Oklahoma	644	1724.4702145680403
Indiana	Oregon	492	1074.291968599034
Indiana	Pennsylvania	3117	1251.141304347826
Indiana	Rhode Island	47	714.2978260869564
Indiana	South Carolina	1221	1577.7712665406427
Indiana	South Dakota	338	1497.4489459815547
Indiana	Tennessee	3310	4042.488443935927
Indiana	Texas	9485	1387.233438890791
Indiana	Utah	1804	1230.393928035982
Indiana	Vermont	86	968.9402173913044
Indiana	Virginia	4401	1498.3984145145473
Indiana	Washington	1635	970.8617614269788
Indiana	West Virginia	461	2056.531422924901
Indiana	Wisconsin	1738	1747.2258454106282
Indiana	Wyoming	0	2000.5411153119092
Iowa	Alabama	130	1110.0955826925976
Iowa	Alaska	209	2132.8300243817484
Iowa	Arizona	3078	2179.645117845118
Iowa	Arkansas	114	2070.5422222222223
Iowa	California	4406	1077.0870776732845
Iowa	Colorado	3642	4522.559185606061
Iowa	Connecticut	33	640.5795454545455
Iowa	Delaware	168	896.1851851851851
Iowa	District of Columbia 	186	1339.4444444444443
Iowa	Florida	4186	1413.6927483793156
Iowa	Georgia	965	1104.8724350422465
Iowa	Hawaii	52	1918.449494949495
Iowa	Idaho	703	1991.624655647383
Iowa	Illinois	11780	11609.62348979996
Iowa	Indiana	678	1995.062582345191
Iowa	Kansas	2302	6442.129196729197
Iowa	Kentucky	448	1322.4646464646464
Iowa	Louisiana	1605	1160.105429292929
Iowa	Maine	154	897.1186868686868
Iowa	Maryland	595	865.5361952861953
Iowa	Massachusetts	465	614.6623376623377
Iowa	Michigan	1496	1600.020445418036
Iowa	Minnesota	4755	20289.46139556485
Iowa	Mississippi	563	1389.0022172949002
Iowa	Missouri	3238	31295.490118577076
Iowa	Montana	421	3945.480519480519
Iowa	Nebraska	7341	25062.48365374172
Iowa	Nevada	906	2078.875816993464
Iowa	New Hampshire	0	824.7545454545455
Iowa	New Jersey	169	498.5468975468975
Iowa	New Mexico	20	1754.0214263850628
Iowa	New York	845	766.9222873900294
Iowa	North Carolina	1812	1059.5127272727273
Iowa	North Dakota	99	5251.4720792834
Iowa	Ohio	409	1290.919536271809
Iowa	Oklahoma	630	3116.4967860422407
Iowa	Oregon	460	1785.2584175084176
Iowa	Pennsylvania	669	899.8964269561285
Iowa	Rhode Island	0	610.7131313131313
Iowa	South Carolina	299	938.600351339482
Iowa	South Dakota	2209	21801.569176614634
Iowa	Tennessee	1324	1467.9086656034024
Iowa	Texas	3634	1946.2359420981468
Iowa	Utah	99	1706.73807035876
Iowa	Vermont	99	945.3867243867244
Iowa	Virginia	1094	949.5750740487584
Iowa	Washington	1022	1592.029267029267
Iowa	West Virginia	0	949.7305785123966
Iowa	Wisconsin	3321	8383.141554433221
Iowa	Wyoming	343	5245.054457619675
Kansas	Alabama	881	1658.7287846481877
Kansas	Alaska	174	3044.6620689655174
Kansas	Arizona	2365	2952.127619047619
Kansas	Arkansas	884	4270.389079365079
Kansas	California	3160	1413.3036124794746
Kansas	Colorado	4591	52243.97038690476
Kansas	Connecticut	92	676.3523809523809
Kansas	Delaware	61	904.7873015873016
Kansas	District of Columbia 	0	1157.247619047619
Kansas	Florida	2737	1569.6656716417908
Kansas	Georgia	1737	1477.8307876609765
Kansas	Hawaii	0	1472.7904761904765
Kansas	Idaho	925	3083.222077922078
Kansas	Illinois	1906	2675.8268907563024
Kansas	Indiana	846	1799.0967908902692
Kansas	Iowa	1648	6442.129196729197
Kansas	Kentucky	969	1557.1225396825398
Kansas	Louisiana	1643	2372.58125
Kansas	Maine	0	1090.9541666666669
Kansas	Maryland	443	1021.198015873016
Kansas	Massachusetts	97	610.0802721088436
Kansas	Michigan	1369	1359.7574297188755
Kansas	Minnesota	1478	2730.590804597701
Kansas	Mississippi	326	1896.245412311266
Kansas	Missouri	18573	18916.130848861285
Kansas	Montana	75	6659.415646258503
Kansas	Nebraska	3841	69480.69093701997
Kansas	Nevada	2049	3218.0179271708685
Kansas	New Hampshire	320	847.5428571428571
Kansas	New Jersey	543	537.5891156462585
Kansas	New Mexico	267	8825.484848484848
Kansas	New York	1505	895.2079877112136
Kansas	North Carolina	494	1232.8323809523808
Kansas	North Dakota	689	6511.354537286613
Kansas	Ohio	2050	1308.7989177489176
Kansas	Oklahoma	3534	42448.79938157081
Kansas	Oregon	248	2553.869841269841
Kansas	Pennsylvania	1176	1033.930490405117
Kansas	Rhode Island	21	666.222857142857
Kansas	South Carolina	218	1245.8453416149068
Kansas	South Dakota	354	9683.93189033189
Kansas	Tennessee	1480	1858.9896741854636
Kansas	Texas	7229	9012.247206599175
Kansas	Utah	131	3086.577668308703
Kansas	Vermont	0	968.9326530612244
Kansas	Virginia	1827	1215.5551020408163
Kansas	Washington	980	2010.82905982906
Kansas	West Virginia	96	1131.949264069264
Kansas	Wisconsin	609	1738.2675925925926
Kansas	Wyoming	497	10177.005797101448
Kentucky	Alabama	1496	2959.0228855721393
Kentucky	Alaska	549	1368.364367816092
Kentucky	Arizona	2484	1164.4894444444444
Kentucky	Arkansas	373	2315.5116666666668
Kentucky	California	5838	738.5341954022988
Kentucky	Colorado	1858	1517.4170572916669
Kentucky	Connecticut	138	705.4
Kentucky	Delaware	0	1089.9972222222225
Kentucky	District of Columbia 	133	1160.5333333333333
Kentucky	Florida	5243	3116.7629353233833
Kentucky	Georgia	3491	2463.06572327044
Kentucky	Hawaii	1020	969.7583333333332
Kentucky	Idaho	610	1141.9473484848486
Kentucky	Illinois	4407	10996.541666666666
Kentucky	Indiana	8310	18702.419384057972
Kentucky	Iowa	577	1322.4646464646464
Kentucky	Kansas	502	1557.1225396825396
Kentucky	Louisiana	2343	1728.2040364583331
Kentucky	Maine	160	1054.5895833333334
Kentucky	Maryland	633	1223.95
Kentucky	Massachusetts	245	634.6928571428572
Kentucky	Michigan	3619	1914.7259036144576
Kentucky	Minnesota	229	864.1444444444444
Kentucky	Mississippi	94	2588.1783536585363
Kentucky	Missouri	1734	3121.5657971014493
Kentucky	Montana	758	1476.2696428571428
Kentucky	Nebraska	93	1261.2715053763443
Kentucky	Nevada	1445	1211.3220588235297
Kentucky	New Hampshire	3667	914.7641666666666
Kentucky	New Jersey	388	653.7638888888889
Kentucky	New Mexico	0	1168.540909090909
Kentucky	New York	2370	1109.1783602150538
Kentucky	North Carolina	2452	2164.857916666667
Kentucky	North Dakota	0	1115.4174528301887
Kentucky	Ohio	13249	9531.69715909091
Kentucky	Oklahoma	1451	1776.7579004329004
Kentucky	Oregon	396	1022.394212962963
Kentucky	Pennsylvania	2282	1320.2462686567164
Kentucky	Rhode Island	0	708.2966666666667
Kentucky	South Carolina	1126	2210.966123188406
Kentucky	South Dakota	841	1150.9631313131313
Kentucky	Tennessee	14444	24955.221315789477
Kentucky	Texas	5471	1284.1109908136484
Kentucky	Utah	259	1209.9919540229885
Kentucky	Vermont	0	1083.7619047619048
Kentucky	Virginia	2754	3600.05350877193
Kentucky	Washington	4273	883.1891025641027
Kentucky	West Virginia	1565	11689.187727272729
Kentucky	Wisconsin	1427	1180.2555555555557
Kentucky	Wyoming	0	1735.7166666666667
Louisiana	Alabama	2558	5404.22901119403
Louisiana	Alaska	229	2337.9391163793102
Louisiana	Arizona	669	1274.5614583333331
Louisiana	Arkansas	3228	22467.15
Louisiana	California	2424	952.6901939655172
Louisiana	Colorado	777	2516.64599609375
Louisiana	Connecticut	778	667.93359375
Louisiana	Delaware	0	1122.5520833333333
Louisiana	District of Columbia 	0	2284.703125
Louisiana	Florida	4686	2903.6888992537315
Louisiana	Georgia	2407	3210.609178459119
Louisiana	Hawaii	313	1067.7578125
Louisiana	Idaho	1306	1123.6370738636365
Louisiana	Illinois	1289	1645.1551776960785
Louisiana	Indiana	854	1266.0789741847825
Louisiana	Iowa	104	1160.105429292929
Louisiana	Kansas	789	2372.58125
Louisiana	Kentucky	207	1728.2040364583331
Louisiana	Maine	0	902.7412109375
Louisiana	Maryland	1289	1251.8756510416667
Louisiana	Massachusetts	1025	698.4006696428571
Louisiana	Michigan	257	1008.6300828313254
Louisiana	Minnesota	1262	945.2097701149426
Louisiana	Mississippi	7272	44602.14881859756
Louisiana	Missouri	977	2518.5241847826087
Louisiana	Montana	458	1756.1400669642858
Louisiana	Nebraska	0	1399.599630376344
Louisiana	Nevada	2865	1789.8511029411764
Louisiana	New Hampshire	166	712.2453125
Louisiana	New Jersey	945	721.9583333333334
Louisiana	New Mexico	88	2302.3873106060605
Louisiana	New York	532	871.8268649193549
Louisiana	North Carolina	2261	1763.6253125
Louisiana	North Dakota	1345	1953.048054245283
Louisiana	Ohio	453	1164.1271306818182
Louisiana	Oklahoma	846	3883.129261363637
Louisiana	Oregon	550	1110.966579861111
Louisiana	Pennsylvania	533	1006.3411847014926
Louisiana	Rhode Island	0	795.140625
Louisiana	South Carolina	338	2258.0981657608695
Louisiana	South Dakota	830	1380.859375
Louisiana	Tennessee	1883	3022.2106907894736
Louisiana	Texas	18446	9350.99440206693
Louisiana	Utah	179	1110.2516163793102
Louisiana	Vermont	0	796.6283482142857
Louisiana	Virginia	1188	1750.3050986842106
Louisiana	Washington	752	999.4519230769232
Louisiana	West Virginia	56	1433.0511363636365
Louisiana	Wisconsin	50	921.6022135416666
Louisiana	Wyoming	0	2352.640625
Maine	Alabama	124	976.463619402985
Maine	Alaska	274	4878.456896551724
Maine	Arizona	375	1574.725
Maine	Arkansas	56	874.8008333333333
Maine	California	1553	1293.4709051724135
Maine	Colorado	1178	2980.484375
Maine	Connecticut	948	10141.0390625
Maine	Delaware	226	2523.1458333333335
Maine	District of Columbia 	0	4101.625
Maine	Florida	4008	2965.096082089552
Maine	Georgia	81	1322.2158018867924
Maine	Hawaii	140	2201.265625
Maine	Idaho	16	1669.1491477272727
Maine	Illinois	1223	892.7604166666667
Maine	Indiana	0	988.639945652174
Maine	Iowa	0	897.1186868686868
Maine	Kansas	77	1090.9541666666669
Maine	Kentucky	48	1054.5895833333334
Maine	Louisiana	18	902.7412109375
Maine	Maryland	700	2282.6354166666665
Maine	Massachusetts	5670	14349.58482142857
Maine	Michigan	162	1342.4984939759036
Maine	Minnesota	422	903.8670977011494
Maine	Mississippi	654	963.4870426829268
Maine	Missouri	2	1013.2195652173912
Maine	Montana	15	2113.933035714286
Maine	Nebraska	30	908.3407258064516
Maine	Nevada	592	1380.0183823529412
Maine	New Hampshire	5715	46805.8
Maine	New Jersey	1137	2096.9375
Maine	New Mexico	116	1503.3371212121212
Maine	New York	2330	3333.7600806451615
Maine	North Carolina	609	2073.269375
Maine	North Dakota	126	1031.308962264151
Maine	Ohio	755	1112.2670454545455
Maine	Oklahoma	0	982.5275974025974
Maine	Oregon	469	1503.890625
Maine	Pennsylvania	1454	1967.2350746268655
Maine	Rhode Island	528	11884.25
Maine	South Carolina	741	1695.9986413043478
Maine	South Dakota	0	1158.098484848485
Maine	Tennessee	467	1515.1736842105263
Maine	Texas	1925	892.7637795275591
Maine	Utah	91	1774.7133620689656
Maine	Vermont	706	20562.165178571428
Maine	Virginia	1022	2162.065319548872
Maine	Washington	689	1509.3253205128206
Maine	West Virginia	586	1323.043181818182
Maine	Wisconsin	31	1086.4730902777778
Maine	Wyoming	0	2433.4429347826085
Maryland	Alabama	431	1539.2145522388062
Maryland	Alaska	142	1608.9755747126435
Maryland	Arizona	2202	1157.7694444444444
Maryland	Arkansas	128	946.315
Maryland	California	10051	1069.2528735632184
Maryland	Colorado	1276	1862.0872395833333
Maryland	Connecticut	1908	2255.125
Maryland	Delaware	5245	117893.80555555556
Maryland	District of Columbia 	20296	50123.333333333336
Maryland	Florida	8205	3061.4869402985073
Maryland	Georgia	3790	2118.1687631027253
Maryland	Hawaii	1352	1989.1666666666667
Maryland	Idaho	270	1014.943181818182
Maryland	Illinois	1213	912.1633986928103
Maryland	Indiana	1052	1098.8179347826087
Maryland	Iowa	1054	865.5361952861953
Maryland	Kansas	217	1021.1980158730158
Maryland	Kentucky	603	1223.95
Maryland	Louisiana	486	1251.8756510416667
Maryland	Maine	428	2282.6354166666665
Maryland	Massachusetts	4455	2302.157738095238
Maryland	Michigan	1079	1022.7685742971888
Maryland	Minnesota	1073	732.646551724138
Maryland	Mississippi	0	1382.577743902439
Maryland	Missouri	1221	1004.0844202898552
Maryland	Montana	242	1339.5111607142858
Maryland	Nebraska	16	848.6487455197133
Maryland	Nevada	147	1162.014705882353
Maryland	New Hampshire	368	2002.5541666666668
Maryland	New Jersey	7170	4852.6567460317465
Maryland	New Mexico	1401	1224.030303030303
Maryland	New York	14439	2423.1370967741937
Maryland	North Carolina	6501	4516.0512499999995
Maryland	North Dakota	0	847.820754716981
Maryland	Ohio	5145	1633.6661931818182
Maryland	Oklahoma	1204	903.784090909091
Maryland	Oregon	913	927.3506944444443
Maryland	Pennsylvania	16851	10661.269278606966
Maryland	Rhode Island	1253	2545.275
Maryland	South Carolina	3369	3850.0706521739135
Maryland	South Dakota	0	969.4646464646464
Maryland	Tennessee	724	1747.432456140351
Maryland	Texas	5592	924.507874015748
Maryland	Utah	1801	1180.1479885057472
Maryland	Vermont	228	2557.6160714285716
Maryland	Virginia	21670	13278.111528822055
Maryland	Washington	1526	1091.7777777777776
Maryland	West Virginia	3739	27450.957575757577
Maryland	Wisconsin	0	782.6556712962962
Maryland	Wyoming	198	1366.9692028985507
Massachusetts	Alabama	97	758.6545842217485
Massachusetts	Alaska	0	2259.613300492611
Massachusetts	Arizona	1427	1070.4428571428573
Massachusetts	Arkansas	50	571.5285714285714
Massachusetts	California	12160	1535.3275862068965
Massachusetts	Colorado	2017	2870.527901785714
Massachusetts	Connecticut	10437	20712.26785714286
Massachusetts	Delaware	397	2417.5238095238096
Massachusetts	District of Columbia 	2214	10001.142857142857
Massachusetts	Florida	12758	2685.9189765458423
Massachusetts	Georgia	2897	1084.0017969451933
Massachusetts	Hawaii	109	2983.6428571428573
Massachusetts	Idaho	201	1147.12012987013
Massachusetts	Illinois	3187	665.2843137254903
Massachusetts	Indiana	1014	693.3687888198757
Massachusetts	Iowa	227	614.6623376623377
Massachusetts	Kansas	667	610.0802721088436
Massachusetts	Kentucky	0	634.6928571428572
Massachusetts	Louisiana	762	698.4006696428571
Massachusetts	Maine	2391	14349.58482142857
Massachusetts	Maryland	4214	2302.157738095238
Massachusetts	Michigan	1209	970.5103270223752
Massachusetts	Minnesota	772	697.7348111658456
Massachusetts	Mississippi	96	820.9407665505227
Massachusetts	Missouri	703	581.6782608695652
Massachusetts	Montana	395	1137.3010204081634
Massachusetts	Nebraska	125	547.068356374808
Massachusetts	Nevada	1249	867.7983193277312
Massachusetts	New Hampshire	11508	30209.37142857143
Massachusetts	New Jersey	6272	3567.3163265306125
Massachusetts	New Mexico	1123	1113.6839826839828
Massachusetts	New York	16247	5280.485023041474
Massachusetts	North Carolina	5217	1797.1985714285713
Massachusetts	North Dakota	0	637.8530997304582
Massachusetts	Ohio	3804	803.9172077922078
Massachusetts	Oklahoma	78	522.3228200371058
Massachusetts	Oregon	386	1086.3829365079366
Massachusetts	Pennsylvania	9392	1784.9179104477612
Massachusetts	Rhode Island	7264	43046.07142857143
Massachusetts	South Carolina	1367	1673.225155279503
Massachusetts	South Dakota	64	649.7640692640692
Massachusetts	Tennessee	3996	946.1624060150376
Massachusetts	Texas	6165	600.3017435320586
Massachusetts	Utah	380	1423.2783251231526
Massachusetts	Vermont	1430	25711.90306122449
Massachusetts	Virginia	5186	1860.2406015037595
Massachusetts	Washington	1523	1150.124542124542
Massachusetts	West Virginia	234	785.916883116883
Massachusetts	Wisconsin	752	743.9613095238095
Massachusetts	Wyoming	858	1609.8695652173917
Michigan	Alabama	718	1289.526344182701
Michigan	Alaska	119	4020.187785625259
Michigan	Arizona	4049	1753.885140562249
Michigan	Arkansas	603	1400.5423293172692
Michigan	California	9765	968.3390112172827
Michigan	Colorado	3698	2664.339796686747
Michigan	Connecticut	1192	852.8373493975904
Michigan	Delaware	0	935.2570281124496
Michigan	District of Columbia 	262	1728.3373493975903
Michigan	Florida	14236	2367.9088293472396
Michigan	Georgia	3394	1320.2522543002196
Michigan	Hawaii	780	1594.7138554216867
Michigan	Idaho	658	1487.854600219058
Michigan	Illinois	11766	1932.1770611859204
Michigan	Indiana	11338	4557.7503928758515
Michigan	Iowa	719	1600.0204454180357
Michigan	Kansas	1077	1359.7574297188755
Michigan	Kentucky	2013	1914.7259036144576
Michigan	Louisiana	1759	1008.6300828313254
Michigan	Maine	270	1342.4984939759036
Michigan	Maryland	1565	1022.7685742971888
Michigan	Massachusetts	989	970.5103270223752
Michigan	Minnesota	1388	2280.8422656141806
Michigan	Mississippi	395	1153.3871583896562
Michigan	Missouri	1956	1502.9255107386066
Michigan	Montana	301	2796.7583907056796
Michigan	Nebraska	176	1535.942350045343
Michigan	Nevada	1412	1646.38766832034
Michigan	New Hampshire	404	1162.442168674699
Michigan	New Jersey	2352	651.6397016637981
Michigan	New Mexico	1056	1366.4169404892298
Michigan	New York	4383	1024.246793626117
Michigan	North Carolina	4514	1440.4313253012049
Michigan	North Dakota	444	3195.622641509434
Michigan	Ohio	8851	3399.157858707558
Michigan	Oklahoma	1881	1220.324362384603
Michigan	Oregon	2051	1359.9795850066937
Michigan	Pennsylvania	3835	1125.386621111311
Michigan	Rhode Island	0	872.2192771084337
Michigan	South Carolina	1608	1330.2050811943425
Michigan	South Dakota	869	1774.4421321650236
Michigan	Tennessee	2693	2460.1315155358275
Michigan	Texas	10011	1096.7838914713973
Michigan	Utah	1610	1441.235978396344
Michigan	Vermont	218	1295.4784853700517
Michigan	Virginia	2521	1258.66509647613
Michigan	Washington	3409	1324.0098856966326
Michigan	West Virginia	517	1364.6935377875136
Michigan	Wisconsin	5261	17040.42938420348
Michigan	Wyoming	29	3921.4934520691463
Minnesota	Alabama	404	1071.319094184251
Minnesota	Alaska	832	5026.548553309552
Minnesota	Arizona	4770	2307.611494252874
Minnesota	Arkansas	920	1208.4404597701148
Minnesota	California	4505	1075.3319460959176
Minnesota	Colorado	3884	3503.8547054597702
Minnesota	Connecticut	794	631.8275862068965
Minnesota	Delaware	72	799.7279693486589
Minnesota	District of Columbia 	687	1340.7586206896551
Minnesota	Florida	5844	1241.4057299708356
Minnesota	Georgia	1898	822.6537265958216
Minnesota	Hawaii	531	1791.2614942528735
Minnesota	Idaho	450	2261.0287356321837
Minnesota	Illinois	6089	1856.3530538652244
Minnesota	Indiana	1370	1148.0354822588706
Minnesota	Iowa	5689	20289.46139556485
Minnesota	Kansas	1436	2730.590804597701
Minnesota	Kentucky	1142	864.1444444444444
Minnesota	Louisiana	221	945.2097701149426
Minnesota	Maine	19	903.8670977011494
Minnesota	Maryland	716	732.6465517241379
Minnesota	Massachusetts	952	697.7348111658457
Minnesota	Michigan	2884	2280.842265614181
Minnesota	Mississippi	416	1122.108915054668
Minnesota	Missouri	1950	2109.5954022988503
Minnesota	Montana	537	8626.264162561576
Minnesota	Nebraska	2343	6097.860462241997
Minnesota	Nevada	443	1843.946585530764
Minnesota	New Hampshire	352	860.3367816091954
Minnesota	New Jersey	299	481.5259989053093
Minnesota	New Mexico	832	1575.7290142807385
Minnesota	New York	1502	731.9043381535039
Minnesota	North Carolina	1350	827.3870114942529
Minnesota	North Dakota	6062	71473.0860984602
Minnesota	Ohio	1063	871.9947753396029
Minnesota	Oklahoma	842	1631.2718316166593
Minnesota	Oregon	2320	1886.8939974457217
Minnesota	Pennsylvania	1702	718.8358208955224
Minnesota	Rhode Island	381	659.8390804597701
Minnesota	South Carolina	733	755.1961519240381
Minnesota	South Dakota	2867	59698.35231626611
Minnesota	Tennessee	1309	1083.6857834240775
Minnesota	Texas	4400	1673.9572359489548
Minnesota	Utah	862	1664.9690844233055
Minnesota	Vermont	0	946.960591133005
Minnesota	Virginia	1716	807.0700025926886
Minnesota	Washington	3400	1824.242852932508
Minnesota	West Virginia	158	797.6858934169279
Minnesota	Wisconsin	15404	18354.366379310344
Minnesota	Wyoming	925	5836.085457271364
Mississippi	Alabama	6151	32644.696396068437
Mississippi	Alaska	223	1940.2628259041212
Mississippi	Arizona	1356	1260.111382113821
Mississippi	Arkansas	1451	16275.383089430894
Mississippi	California	2921	783.9554247266611
Mississippi	Colorado	106	1838.0344893292684
Mississippi	Connecticut	99	665.3536585365854
Mississippi	Delaware	611	1421.0975609756097
Mississippi	District of Columbia 	0	2730.9634146341464
Mississippi	Florida	5839	3634.455405897342
Mississippi	Georgia	4016	5102.061129007516
Mississippi	Hawaii	260	945.155487804878
Mississippi	Idaho	394	968.60088691796
Mississippi	Illinois	1365	2830.9620994739357
Mississippi	Indiana	426	1758.3239660657475
Mississippi	Iowa	1090	1389.0022172949002
Mississippi	Kansas	49	1896.245412311266
Mississippi	Kentucky	938	2588.1783536585367
Mississippi	Louisiana	4518	44602.14881859756
Mississippi	Maine	89	963.4870426829268
Mississippi	Maryland	330	1382.5777439024391
Mississippi	Massachusetts	478	820.9407665505227
Mississippi	Michigan	181	1153.3871583896562
Mississippi	Minnesota	0	1122.1089150546677
Mississippi	Missouri	855	2862.4528101802757
Mississippi	Montana	0	1718.8471254355402
Mississippi	Nebraska	1199	1449.6951219512196
Mississippi	Nevada	1168	1361.793400286944
Mississippi	New Hampshire	0	669.8756097560976
Mississippi	New Jersey	288	685.1120789779326
Mississippi	New Mexico	0	1996.071692535107
Mississippi	New York	467	832.3772619984264
Mississippi	North Carolina	1717	2282.3589024390244
Mississippi	North Dakota	0	1926.1684307409112
Mississippi	Ohio	1021	1388.3490853658536
Mississippi	Oklahoma	0	2908.80266075388
Mississippi	Oregon	124	1170.6067073170732
Mississippi	Pennsylvania	402	909.7362577357115
Mississippi	Rhode Island	0	761.309756097561
Mississippi	South Carolina	985	3324.05408271474
Mississippi	South Dakota	89	1366.4669253510715
Mississippi	Tennessee	13818	13454.085750962771
Mississippi	Texas	6880	3646.232715575187
Mississippi	Utah	0	964.4760302775442
Mississippi	Vermont	0	762.7848432055749
Mississippi	Virginia	1028	1933.287456445993
Mississippi	Washington	1135	812.4315196998123
Mississippi	West Virginia	0	1420.761419068736
Mississippi	Wisconsin	543	1361.228997289973
Mississippi	Wyoming	0	1926.1394485683988
Missouri	Alabama	852	1880.607527579494
Missouri	Alaska	676	2425.40179910045
Missouri	Arizona	5699	2073.941449275362
Missouri	Arkansas	7548	16804.876637681158
Missouri	California	8146	1235.4125937031483
Missouri	Colorado	5846	4296.48695652174
Missouri	Connecticut	667	657.6543478260869
Missouri	Delaware	189	941.3884057971017
Missouri	District of Columbia 	57	1195.9739130434782
Missouri	Florida	5471	2001.0920181700196
Missouri	Georgia	5555	1565.679628110473
Missouri	Hawaii	643	1570.5869565217392
Missouri	Idaho	780	2242.931422924901
Missouri	Illinois	15326	17092.28303495311
Missouri	Indiana	3104	2535.71965973535
Missouri	Iowa	4155	31295.490118577076
Missouri	Kansas	20692	18916.130848861285
Missouri	Kentucky	2603	3121.5657971014493
Missouri	Louisiana	1978	2518.5241847826087
Missouri	Maine	148	1013.2195652173912
Missouri	Maryland	960	1004.0844202898552
Missouri	Massachusetts	596	581.6782608695652
Missouri	Michigan	1714	1502.9255107386066
Missouri	Minnesota	1701	2109.5954022988503
Missouri	Mississippi	1600	2862.4528101802757
Missouri	Montana	579	3358.744099378882
Missouri	Nebraska	636	10203.8231884058
Missouri	Nevada	1656	2338.2639386189257
Missouri	New Hampshire	214	874.34
Missouri	New Jersey	488	559.6695652173913
Missouri	New Mexico	969	2207.4237154150196
Missouri	New York	3534	908.0555399719497
Missouri	North Carolina	3214	1341.4866086956522
Missouri	North Dakota	398	2778.3030352748156
Missouri	Ohio	2885	1505.9225296442687
Missouri	Oklahoma	4633	6839.954150197628
Missouri	Oregon	687	1871.7876811594203
Missouri	Pennsylvania	3178	1043.930953926022
Missouri	Rhode Island	256	669.8695652173913
Missouri	South Carolina	1226	1342.3028355387523
Missouri	South Dakota	429	3514.2172595520424
Missouri	Tennessee	4548	3917.3964302059494
Missouri	Texas	9322	2537.5263950701815
Missouri	Utah	1901	2393.2446776611696
Missouri	Vermont	104	974.8341614906832
Missouri	Virginia	2006	1297.788427590716
Missouri	Washington	1615	1459.0978818283163
Missouri	West Virginia	89	1420.507351778656
Missouri	Wisconsin	1455	1927.859299516908
Missouri	Wyoming	960	4213.75538752363
Montana	Alabama	73	1324.732409381663
